name,lat,lon,gloc
구름,35.90647016702849,127.77044770687051,라마 24406779
무주,35.90688355908312,127.76073664194563,라마 23526783
다리,35.913128615444,127.75937838080043,라마 23406852
야영장,35.88892774898436,127.77815212896532,라마 25106584
터널,35.915147001678505,127.74939353237282,라마 22506875
