구분,발견일,확진일,시도,시군구,Unnamed: 5,주 소,address,lat,lng
1645,2021-10-13,2021-10-15,강원,춘천,춘천,남산면 수동리 산56-1,춘천 남산면 수동리 산56-1,37.7873921,127.6602044
1646,2021-10-17,2021-10-20,강원,강릉,강릉,왕산면 왕산리 산167,강릉 왕산면 왕산리 산167,37.6690641,128.7908851
1647,2021-10-18,2021-10-20,강원,횡성,횡성,우천면 하궁리 산50,횡성 우천면 하궁리 산50,37.5074373,128.1318824
1648,2021-10-16,2021-10-20,강원,정선,정선,임계면 덕암리 산31,정선 임계면 덕암리 산31,37.4007996,128.8497723
1649,2021-10-16,2021-10-20,강원,정선,정선,화암면 화암리 175-1,정선 화암면 화암리 175-1,37.3416272,128.8143386
1650,2021-10-20,2021-10-21,강원,횡성,횡성,우천면 정금리 산16,횡성 우천면 정금리 산16,37.5150570,128.1294355
1651,2021-10-21,2021-10-22,강원,양양,양양,현남면 주리 산98,양양 현남면 주리 산98,37.9226373,128.7560725
1652,2021-10-21,2021-10-22,강원,횡성,횡성,우천면 정금리 산21,횡성 우천면 정금리 산21,37.5139596,128.1255166
1653,2021-10-22,2021-10-25,강원,정선,정선,화암면 화암리 산38,정선 화암면 화암리 산38,37.3507984,128.8178837
1654,2021-10-23,2021-10-25,강원,정선,정선,화암면 화암리 165,정선 화암면 화암리 165,37.3396439,128.8169803
1655,2021-10-23,2021-10-25,경기,가평,가평,가평읍 마장리 산68,가평 가평읍 마장리 산68,37.8695738,127.5090117
1656,2021-10-23,2021-10-25,강원,평창,평창,진부면 수항리 산10,평창 진부면 수항리 산10,37.5595606,128.5836374
1657,2021-10-24,2021-10-25,경기,가평,가평,가평읍 마장리 산94,가평 가평읍 마장리 산94,37.8664427,127.5065937
1658,2021-10-25,2021-10-26,경기,가평,가평,가평읍 마장리 산95,가평 가평읍 마장리 산95,37.8650138,127.5088407
1659,2021-10-25,2021-10-26,강원,인제,인제,상남면 김부리 27,인제 상남면 김부리 27,37.9065797,128.2171179
1660,2021-10-25,2021-10-26,강원,정선,정선,화암면 화암리 산156,정선 화암면 화암리 산156,37.3369626,128.8213473
1661,2021-10-25,2021-10-27,강원,강릉,강릉,성산면 보광리 산318,강릉 성산면 보광리 산318,37.7659543,128.7790777
1662,2021-10-25,2021-10-27,강원,강릉,강릉,성산면 보광리 산318,강릉 성산면 보광리 산318,37.7659543,128.7790777
1663,2021-10-25,2021-10-27,강원,평창,평창,대관령면 횡계리 14-25,평창 대관령면 횡계리 14-25,37.6906751,128.7475616
1664,2021-10-22,2021-10-28,강원,강릉,강릉,성산면 어흘리 산1-11,강릉 성산면 어흘리 산1-11,37.7114548,128.7783060
1665,2021-10-27,2021-10-28,강원,평창,평창,진부면 수항리 산10,평창 진부면 수항리 산10,37.5595606,128.5836374
1666,2021-10-21,2021-10-29,강원,삼척,삼척,성남동 산35,삼척 성남동 산35,37.4271626,129.1580822
1667,2021-10-21,2021-10-29,강원,삼척,삼척,성남동 산35,삼척 성남동 산35,37.4271626,129.1580822
1668,2021-10-27,2021-10-29,강원,정선,정선,여량면 여량리 산12,정선 여량면 여량리 산12,37.4538732,128.7413966
1669,2021-10-25,2021-10-29,강원,정선,정선,화암면 화암리 산137,정선 화암면 화암리 산137,37.3371416,128.8249527
1670,2021-10-26,2021-10-29,강원,정선,정선,화암면 화암리 산159,정선 화암면 화암리 산159,37.3374616,128.8182134
1671,2021-10-29,2021-10-31,강원,정선,정선,화암면 화암리 산174,정선 화암면 화암리 산174,37.3365865,128.8095559
1672,2021-10-30,2021-11-01,강원,정선,정선,여량면 여량리 산85-5,정선 여량면 여량리 산85-5,37.4551443,128.7119167
1673,2021-11-01,2021-11-03,강원,정선,정선,임계면 반천리 595-2,정선 임계면 반천리 595-2,37.4564007,128.7916093
1674,2021-11-01,2021-11-03,강원,정선,정선,정선읍 애산리 산105-1,정선 정선읍 애산리 산105-1,37.4006968,128.7055472
1675,2021-11-02,2021-11-03,강원,인제,인제,상남면 상남리 산178,인제 상남면 상남리 산178,37.8568595,128.2407461
1676,2021-11-01,2021-11-03,강원,정선,정선,임계면 낙천리 136-11,정선 임계면 낙천리 136-11,37.4681756,128.8637636
1677,2021-10-31,2021-11-04,강원,영월,영월,김삿갓면 외룡리 557-1,영월 김삿갓면 외룡리 557-1,37.1310819,128.6416570
1678,2021-11-02,2021-11-04,강원,강릉,강릉,성산면 어흘리 760,강릉 성산면 어흘리 760,37.7038112,128.7898230
1679,2021-11-05,2021-11-07,강원,영월,영월,김삿갓면 외룡리 산85,영월 김삿갓면 외룡리 산85,37.1202657,128.6502105
1680,2021-11-05,2021-11-07,강원,영월,영월,김삿갓면 외룡리 산85,영월 김삿갓면 외룡리 산85,37.1202657,128.6502105
1681,2021-11-06,2021-11-08,경기,가평,가평,청평면 상천리 1048-6,가평 청평면 상천리 1048-6,37.7749253,127.4341501
1682,2021-11-06,2021-11-08,경기,가평,가평,가평읍 경반리 534-2,가평 가평읍 경반리 534-2,37.8313381,127.4788636
1683,2021-11-06,2021-11-08,강원,평창,평창,진부면 장전리 산1,평창 진부면 장전리 산1,37.4842625,128.5311926
1684,2021-11-06,2021-11-08,강원,영월,영월,김삿갓면 외룡리 산72,영월 김삿갓면 외룡리 산72,37.1204654,128.6575832
1685,2021-11-06,2021-11-08,강원,영월,영월,김삿갓면 외룡리 산72,영월 김삿갓면 외룡리 산72,37.1204654,128.6575832
1686,2021-11-06,2021-11-08,강원,영월,영월,김삿갓면 외룡리 산72,영월 김삿갓면 외룡리 산72,37.1204654,128.6575832
1687,2021-11-06,2021-11-08,강원,영월,영월,김삿갓면 외룡리 산72,영월 김삿갓면 외룡리 산72,37.1204654,128.6575832
1688,2021-11-05,2021-11-10,강원,정선,정선,정선읍 애산리 산87,정선 정선읍 애산리 산87,37.3932661,128.6947888
1689,2021-11-05,2021-11-10,강원,정선,정선,정선읍 애산리 산92-1,정선 정선읍 애산리 산92-1,37.3919058,128.6967701
1690,2021-11-05,2021-11-10,강원,정선,정선,정선읍 애산리 산87,정선 정선읍 애산리 산87,37.3932661,128.6947888
1691,2021-11-11,2021-11-12,경기,가평,가평,가평읍 경반리 533-7,가평 가평읍 경반리 533-7,37.8297619,127.4796798
1692,2021-11-09,2021-11-12,강원,홍천,홍천,북방면 노일리 749-1,홍천 북방면 노일리 749-1,37.6765310,127.7365033
1693,2021-11-11,2021-11-14,강원,강릉,강릉,옥계면 북동리 169,강릉 옥계면 북동리 169,37.6216071,128.9804346
1694,2021-11-10,2021-11-14,강원,정선,정선,여량면 유천리 산211,정선 여량면 유천리 산211,37.4943657,128.7078082
1695,2021-11-10,2021-11-14,강원,정선,정선,임계면 송계리 산1,정선 임계면 송계리 산1,37.4855148,128.8773979
1696,2021-11-05,2021-11-14,강원,정선,정선,임계면 반천리 산280,정선 임계면 반천리 산280,37.4610098,128.8140639
1697,2021-11-13,2021-11-17,강원,정선,정선,사북읍 사북리 산116-2,정선 사북읍 사북리 산116-2,37.2498064,128.8592950
1698,2021-11-13,2021-11-17,강원,정선,정선,사북읍 사북리 산116-2,정선 사북읍 사북리 산116-2,37.2498064,128.8592950
1699,2021-11-13,2021-11-17,강원,정선,정선,화암면 몰운리 320,정선 화암면 몰운리 320,37.3044877,128.8117002
1700,2021-11-11,2021-11-17,강원,정선,정선,임계면 낙천리 산75,정선 임계면 낙천리 산75,37.4653986,128.8619129
1701,2021-11-11,2021-11-17,강원,정선,정선,임계면 낙천리 산80-1,정선 임계면 낙천리 산80-1,37.4667599,128.8602811
1702,2021-11-15,2021-11-17,강원,정선,정선,화암면 화암리 171-2,정선 화암면 화암리 171-2,37.3404195,128.8149817
1703,2021-11-16,2021-11-18,강원,정선,정선,정선읍 회동리 764,정선 정선읍 회동리 764,37.4370795,128.5322098
1704,2021-11-14,2021-11-19,충북,단양,단양,단성면 대잠리 524,단양 단성면 대잠리 524,36.9123181,128.3095961
1705,2021-11-15,2021-11-19,강원,정선,정선,정선읍 용탄리 420,정선 정선읍 용탄리 420,37.3904824,128.6095508
1706,2021-11-15,2021-11-19,강원,홍천,홍천,내촌면 서곡리 산116,홍천 내촌면 서곡리 산116,37.8177300,128.1182244
1707,2021-11-17,2021-11-19,강원,평창,평창,대관령면 횡계리 산1-239,평창 대관령면 횡계리 산1-239,37.7050285,128.7245455
1708,2021-11-18,2021-11-19,강원,영월,영월,김삿갓면 외룡리 산77,영월 김삿갓면 외룡리 산77,37.1253674,128.6544627
1709,2021-11-19,2021-11-22,충북,제천,제천,송학면 도화리 산2-1,제천 송학면 도화리 산2-1,37.1997148,128.2004076
1710,2021-11-20,2021-11-22,강원,영월,영월,김삿갓면 각동리 606-1,영월 김삿갓면 각동리 606-1,37.1232724,128.5160413
1711,2021-11-22,2021-11-23,충북,단양,단양,단성면 대잠리 산64,단양 단성면 대잠리 산64,36.9176011,128.3183412
1712,2021-11-22,2021-11-23,충북,제천,제천,백운면 애련리 산122-1,제천 백운면 애련리 산122-1,37.1091784,128.0591242
1713,2021-11-22,2021-11-23,충북,제천,제천,백운면 애련리 산122-1,제천 백운면 애련리 산122-1,37.1091784,128.0591242
1714,2021-11-22,2021-11-23,충북,제천,제천,백운면 애련리 산122-1,제천 백운면 애련리 산122-1,37.1091784,128.0591242
1715,2021-11-22,2021-11-24,경기,연천,연천,신서면 도밀리 100,연천 신서면 도밀리 100,38.2477689,127.0987108
1716,2021-11-23,2021-11-24,충북,단양,단양,단성면 대잠리 산91,단양 단성면 대잠리 산91,36.9140709,128.3142771
1717,2021-11-23,2021-11-24,강원,영월,영월,김삿갓면 각동리 산68,영월 김삿갓면 각동리 산68,37.1211722,128.5112095
1718,2021-11-23,2021-11-24,강원,영월,영월,김삿갓면 각동리 산71,영월 김삿갓면 각동리 산71,37.1220430,128.5130830
1719,2021-11-24,2021-11-25,충북,제천,제천,백운면 애련리 산144-30,제천 백운면 애련리 산144-30,37.1116927,128.0546184
1720,2021-11-21,2021-11-26,강원,정선,정선,신동읍 고성리 산9-1,정선 신동읍 고성리 산9-1,37.2614619,128.5971982
1721,2021-11-24,2021-11-26,강원,홍천,홍천,북방면 소매곡리 322,홍천 북방면 소매곡리 322,37.7161955,127.8142369
1722,2021-11-24,2021-11-26,강원,홍천,홍천,북방면 소매곡리 322,홍천 북방면 소매곡리 322,37.7161955,127.8142369
1723,2021-11-25,2021-11-26,강원,인제,인제,상남면 하남리 산156-1,인제 상남면 하남리 산156-1,37.9267381,128.2554559
1724,2021-11-24,2021-11-26,강원,영월,영월,김삿갓면 각동리 산67,영월 김삿갓면 각동리 산67,37.1291772,128.5121057
1725,2021-11-24,2021-11-26,강원,영월,영월,김삿갓면 각동리 593,영월 김삿갓면 각동리 593,37.1244182,128.5124608
1726,2021-11-25,2021-11-26,강원,영월,영월,김삿갓면 각동리 산71,영월 김삿갓면 각동리 산71,37.1220430,128.5130830
1727,2021-11-25,2021-11-26,강원,영월,영월,김삿갓면 각동리 603,영월 김삿갓면 각동리 603,37.1232043,128.5146942
1728,2021-11-25,2021-11-28,강원,삼척,삼척,미로면 내미로리 산56,삼척 미로면 내미로리 산56,37.4536617,129.0747709
1729,2021-11-25,2021-11-28,강원,삼척,삼척,미로면 내미로리 산56,삼척 미로면 내미로리 산56,37.4536617,129.0747709
1730,2021-11-25,2021-11-28,강원,춘천,춘천,남면 수동리 산91,춘천 남면 수동리 산91,37.7799828,127.662281
1731,2021-11-25,2021-11-28,강원,춘천,춘천,남면 수동리 산91,춘천 남면 수동리 산91,37.7799828,127.662281
1732,2021-11-26,2021-11-28,강원,평창,평창,대화면 대화리 산560,평창 대화면 대화리 산560,37.5201513,128.4331312
1733,2021-11-25,2021-11-28,강원,영월,영월,북면 문곡리 73,영월 북면 문곡리 73,37.2105455,128.4489966
1734,2021-11-26,2021-11-28,강원,영월,영월,김삿갓면 각동리 산68,영월 김삿갓면 각동리 산68,37.1211722,128.5112095
1735,2021-11-25,2021-11-28,강원,영월,영월,김삿갓면 각동리 산67,영월 김삿갓면 각동리 산67,37.1291772,128.5121057
1736,2021-11-27,2021-11-29,충북,단양,단양,단성면 대잠리 산20,단양 단성면 대잠리 산20,36.9093896,128.3268518
1737,2021-11-28,2021-11-29,충북,단양,단양,단성면 대잠리 산19,단양 단성면 대잠리 산19,36.9095087,128.3239276
1738,2021-11-28,2021-11-29,충북,단양,단양,단성면 대잠리 산15,단양 단성면 대잠리 산15,36.9107643,128.3220085
1739,2021-11-28,2021-11-29,충북,단양,단양,단성면 대잠리 산15,단양 단성면 대잠리 산15,36.9107643,128.3220085
1740,2021-11-28,2021-11-29,충북,단양,단양,단성면 대잠리 산20,단양 단성면 대잠리 산20,36.9093896,128.3268518
1741,2021-11-28,2021-11-29,충북,단양,단양,단성면 대잠리 산20,단양 단성면 대잠리 산20,36.9093896,128.3268518
1742,2021-11-28,2021-11-29,충북,단양,단양,단성면 대잠리 산20,단양 단성면 대잠리 산20,36.9093896,128.3268518
1743,2021-11-27,2021-11-29,강원,영월,영월,김삿갓면 각동리 산1,영월 김삿갓면 각동리 산1,37.1264203,128.5050208
1744,2021-11-29,2021-11-30,강원,인제,인제,상남면 김부리 산53-1,인제 상남면 김부리 산53-1,37.9141702,128.1906436
1745,2021-11-29,2021-11-30,강원,춘천,춘천,사북면 지암리 460-1,춘천 사북면 지암리 460-1,37.9798320,127.5873089
1746,2021-11-29,2021-11-30,강원,춘천,춘천,사북면 지암리 산5,춘천 사북면 지암리 산5,37.9820376,127.5675553
1747,2021-11-29,2021-11-30,강원,춘천,춘천,사북면 지암리 산5,춘천 사북면 지암리 산5,37.9820376,127.5675553
1748,2021-11-29,2021-12-01,강원,영월,영월,김삿갓면 각동리 산67,영월 김삿갓면 각동리 산67,37.1291772,128.5121057
1749,2021-11-30,2021-12-02,강원,강릉,강릉,왕산면 고단리 산24,강릉 왕산면 고단리 산24,37.5260091,128.8512232
1750,2021-11-29,2021-12-02,강원,강릉,강릉,연곡면 퇴곡리 산108,강릉 연곡면 퇴곡리 산108,37.8608230,128.7293586
1751,2021-11-30,2021-12-02,강원,인제,인제,남면 관대리 산43-13,인제 남면 관대리 산43-13,38.0218008,128.1223078
1752,2021-12-01,2021-12-02,충북,단양,단양,단성면 대잠리 산12,단양 단성면 대잠리 산12,36.9055516,128.3177490
1753,2021-12-01,2021-12-02,충북,단양,단양,단성면 대잠리 산19,단양 단성면 대잠리 산19,36.9095087,128.3239276
1754,2021-12-01,2021-12-02,충북,단양,단양,단성면 대잠리 산19,단양 단성면 대잠리 산19,36.9095087,128.3239276
1755,2021-12-01,2021-12-02,충북,단양,단양,단성면 대잠리 산20,단양 단성면 대잠리 산20,36.9093896,128.3268518
1756,2021-12-01,2021-12-02,충북,단양,단양,단성면 대잠리 산92,단양 단성면 대잠리 산92,36.9116622,128.3138837
1757,2021-12-01,2021-12-03,강원,강릉,강릉,옥계면 산계리 산459-1,강릉 옥계면 산계리 산459-1,37.5759177,128.9810955
1758,2021-11-29,2021-12-04,강원,정선,정선,여량면 여량리 479-2,정선 여량면 여량리 479-2,37.4566406,128.7336138
1759,2021-12-01,2021-12-04,강원,정선,정선,여량면 유천리 산198,정선 여량면 유천리 산198,37.4827207,128.7102704
1760,2021-12-02,2021-12-04,충북,단양,단양,영춘면 오사리 산3-3,단양 영춘면 오사리 산3-3,37.1146433,128.5052593
1761,2021-12-02,2021-12-04,강원,영월,영월,영월읍 방절리 산153,영월 영월읍 방절리 산153,37.2058828,128.4402014
1762,2021-12-02,2021-12-04,강원,영월,영월,김삿갓면 각동리 597,영월 김삿갓면 각동리 597,37.1245266,128.5147665
1763,2021-12-02,2021-12-04,강원,영월,영월,김삿갓면 각동리 산2,영월 김삿갓면 각동리 산2,37.1282716,128.5215263
1764,2021-12-02,2021-12-04,강원,영월,영월,김삿갓면 각동리 산54,영월 김삿갓면 각동리 산54,37.1221149,128.5211223
1765,2021-12-03,2021-12-04,강원,영월,영월,북면 문곡리 산213,영월 북면 문곡리 산213,37.2090237,128.4467669
1766,2021-12-03,2021-12-04,강원,영월,영월,북면 문곡리 산213,영월 북면 문곡리 산213,37.2090237,128.4467669
1767,2021-12-03,2021-12-04,강원,영월,영월,북면 문곡리 산211,영월 북면 문곡리 산211,37.2082204,128.4482629
1768,2021-12-03,2021-12-04,강원,영월,영월,북면 문곡리 산211,영월 북면 문곡리 산211,37.2082204,128.4482629
1769,2021-12-03,2021-12-04,강원,영월,영월,북면 문곡리 산211,영월 북면 문곡리 산211,37.2082204,128.4482629
1770,2021-12-04,2021-12-06,충북,단양,단양,단성면 가산리 산110,단양 단성면 가산리 산110,36.9034633,128.3068534
1771,2021-12-04,2021-12-06,충북,단양,단양,단성면 대잠리 산28,단양 단성면 대잠리 산28,36.9044602,128.3186302
1772,2021-12-05,2021-12-06,강원,영월,영월,북면 문곡리 75,영월 북면 문곡리 75,37.2104739,128.4503649
1773,2021-12-05,2021-12-07,충북,단양,단양,단성면 대잠리 285,단양 단성면 대잠리 285,36.9033080,128.3111617
1774,2021-12-06,2021-12-07,충북,단양,단양,단성면 대잠리 산15,단양 단성면 대잠리 산15,36.9107643,128.3220085
1775,2021-12-06,2021-12-07,충북,단양,단양,단성면 대잠리 95,단양 단성면 대잠리 95,36.9043479,128.3184145
1776,2021-12-06,2021-12-07,충북,단양,단양,영춘면 오사리 산1,단양 영춘면 오사리 산1,37.1157391,128.4907284
1777,2021-12-06,2021-12-07,충북,단양,단양,영춘면 오사리 산1,단양 영춘면 오사리 산1,37.1157391,128.4907284
1778,2021-12-06,2021-12-08,강원,정선,정선,여량면 유천리 산322,정선 여량면 유천리 산322,37.4733233,128.7697099
1779,2021-12-05,2021-12-08,강원,정선,정선,임계면 반천리 298-2,정선 임계면 반천리 298-2,37.4673135,128.8099819
1780,2021-12-06,2021-12-08,충북,단양,단양,단성면 북상리 산39-1,단양 단성면 북상리 산39-1,36.9232975,128.3342014
1781,2021-12-06,2021-12-08,강원,정선,정선,정선읍 회동리 산1,정선 정선읍 회동리 산1,37.4402624,128.5553470
1782,2021-12-06,2021-12-08,강원,정선,정선,화암면 몰운리 474-15,정선 화암면 몰운리 474-15,37.3245905,128.8065230
1783,2021-11-27,2021-12-08,강원,평창,평창,대화면 하안미리 산153,평창 대화면 하안미리 산153,37.4504642,128.5070106
1784,2021-12-06,2021-12-08,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1785,2021-12-06,2021-12-08,강원,춘천,춘천,동산면 봉명리 산75,춘천 동산면 봉명리 산75,37.7863802,127.8014851
1786,2021-12-08,2021-12-09,강원,양양,양양,현북면 어성전리 산2,양양 현북면 어성전리 산2,37.9172831,128.6674421
1787,2021-12-07,2021-12-09,충북,단양,단양,단성면 대잠리 산20,단양 단성면 대잠리 산20,36.9093896,128.3268518
1788,2021-12-08,2021-12-09,충북,단양,단양,단성면 북상리 산20-1,단양 단성면 북상리 산20-1,36.9171073,128.3345748
1789,2021-12-08,2021-12-09,충북,제천,제천,봉양읍 공전리 산131-2,제천 봉양읍 공전리 산131-2,37.1114053,128.0627230
1790,2021-12-08,2021-12-09,충북,제천,제천,봉양읍 공전리 산131-2,제천 봉양읍 공전리 산131-2,37.1114053,128.0627230
1791,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1792,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1793,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1794,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1795,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1796,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1797,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1798,2021-12-09,2021-12-10,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1799,2021-12-08,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1800,2021-12-08,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1801,2021-12-08,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1802,2021-12-08,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1803,2021-12-08,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1804,2021-12-08,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1805,2021-12-09,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1806,2021-12-09,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1807,2021-12-09,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1808,2021-12-09,2021-12-10,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1809,2021-12-09,2021-12-12,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1810,2021-12-09,2021-12-12,강원,삼척,삼척,하장면 중봉리 산1,삼척 하장면 중봉리 산1,37.4085351,128.9430425
1811,2021-12-10,2021-12-12,강원,횡성,횡성,둔내면 우용리 산212-7,횡성 둔내면 우용리 산212-7,37.4887332,128.2288831
1812,2021-12-10,2021-12-13,충북,단양,단양,단성면 북상리 산16,단양 단성면 북상리 산16,36.9162557,128.3287826
1813,2021-12-10,2021-12-13,충북,단양,단양,단성면 북상리 산20-1,단양 단성면 북상리 산20-1,36.9171073,128.3345748
1814,2021-12-11,2021-12-13,강원,춘천,춘천,남산면 수동리 산58,춘천 남산면 수동리 산58,37.7892621,127.6604546
1815,2021-12-12,2021-12-13,강원,춘천,춘천,동면 상걸리 산43-2,춘천 동면 상걸리 산43-2,37.8522035,127.8619439
1816,2021-12-10,2021-12-13,강원,영월,영월,영월읍 영흥리 산132,영월 영월읍 영흥리 산132,37.2014399,128.4585156
1817,2021-12-10,2021-12-13,강원,영월,영월,영월읍 영흥리 산132,영월 영월읍 영흥리 산132,37.2014399,128.4585156
1818,2021-12-10,2021-12-13,강원,영월,영월,영월읍 영흥리 산132,영월 영월읍 영흥리 산132,37.2014399,128.4585156
1819,2021-12-10,2021-12-13,강원,영월,영월,영월읍 영흥리 산132,영월 영월읍 영흥리 산132,37.2014399,128.4585156
1820,2021-12-10,2021-12-13,강원,영월,영월,영월읍 영흥리 산132,영월 영월읍 영흥리 산132,37.2014399,128.4585156
1821,2021-12-10,2021-12-13,강원,영월,영월,한반도면 옹정리 산127,영월 한반도면 옹정리 산127,37.2235267,128.3565152
1822,2021-12-10,2021-12-13,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1823,2021-12-10,2021-12-13,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1824,2021-12-13,2021-12-14,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1825,2021-12-13,2021-12-14,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1826,2021-12-12,2021-12-14,강원,홍천,홍천,화촌면 송정리 산1-2,홍천 화촌면 송정리 산1-2,37.7527233,127.9227174
1827,2021-12-12,2021-12-14,강원,홍천,홍천,서석면 풍암리 산23-2,홍천 서석면 풍암리 산23-2,37.7254532,128.1987063
1828,2021-12-13,2021-12-15,강원,평창,평창,대화면 신리 산410,평창 대화면 신리 산410,37.5616485,128.4844650
1829,2021-12-13,2021-12-15,강원,영월,영월,북면 문곡리 산207-1,영월 북면 문곡리 산207-1,37.2119094,128.4501196
1830,2021-12-14,2021-12-17,강원,정선,정선,임계면 용산리 산205-1,정선 임계면 용산리 산205-1,37.4408017,128.8582573
1831,2021-12-14,2021-12-17,강원,정선,정선,여량면 여량리 769-4,정선 여량면 여량리 769-4,37.4837189,128.7188077
1832,2021-12-16,2021-12-19,충북,단양,단양,단성면 대잠리 산4,단양 단성면 대잠리 산4,36.9072109,128.3141393
1833,2021-12-17,2021-12-19,충북,단양,단양,단성면 대잠리 291,단양 단성면 대잠리 291,36.9072098,128.3156850
1834,2021-12-17,2021-12-20,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
1835,2021-12-20,2021-12-21,경기,가평,가평,가평읍 마장리 산147,가평 가평읍 마장리 산147,37.8766802,127.4864481
1836,2021-12-20,2021-12-21,강원,홍천,홍천,화촌면 송정리 450-1,홍천 화촌면 송정리 450-1,37.7640962,127.9089017
1837,2021-12-20,2021-12-22,강원,삼척,삼척,신기면 대이리 5,삼척 신기면 대이리 5,37.3327295,129.0534988
1838,2021-12-21,2021-12-22,강원,영월,영월,영월읍 방절리 산146-1,영월 영월읍 방절리 산146-1,37.2008735,128.4408311
1839,2021-12-21,2021-12-22,강원,영월,영월,영월읍 방절리 산146-1,영월 영월읍 방절리 산146-1,37.2008735,128.4408311
1840,2021-12-21,2021-12-22,강원,영월,영월,영월읍 방절리 산151-1,영월 영월읍 방절리 산151-1,37.2041270,128.4384036
1841,2021-12-16,2021-12-23,강원,정선,정선,임계면 반천리 산1-1,정선 임계면 반천리 산1-1,37.4867812,128.7841507
1842,2021-12-19,2021-12-23,강원,정선,정선,남면 무릉리 산137,정선 남면 무릉리 산137,37.2766431,128.7810976
1843,2021-12-19,2021-12-23,강원,정선,정선,남면 무릉리 산137,정선 남면 무릉리 산137,37.2766431,128.7810976
1844,2021-12-21,2021-12-23,강원,정선,정선,남면 무릉리 818-1,정선 남면 무릉리 818-1,37.2690476,128.8094128
1845,2021-12-22,2021-12-23,강원,삼척,삼척,미로면 고천리 산155,삼척 미로면 고천리 산155,37.4171314,129.0441810
1846,2021-12-22,2021-12-23,강원,삼척,삼척,미로면 고천리 산148,삼척 미로면 고천리 산148,37.4197905,129.0445334
1847,2021-12-22,2021-12-24,충북,단양,단양,단성면 대잠리 126,단양 단성면 대잠리 126,36.9035868,128.3220232
1848,2021-12-22,2021-12-24,충북,단양,단양,단성면 대잠리 산28,단양 단성면 대잠리 산28,36.9044602,128.3186302
1849,2021-12-22,2021-12-24,충북,단양,단양,단성면 대잠리 285,단양 단성면 대잠리 285,36.9033080,128.3111617
1850,2021-12-24,2021-12-27,충북,단양,단양,대강면 사인암리 산12,단양 대강면 사인암리 산12,36.8987764,128.3361316
1851,2021-12-24,2021-12-27,강원,원주,원주,소초면 교항리 393,원주 소초면 교항리 393,37.4465681,128.0264046
1852,2021-12-24,2021-12-27,강원,횡성,횡성,둔내면 조항리 산216,횡성 둔내면 조항리 산216,37.4598806,128.2144637
1853,2021-12-23,2021-12-27,강원,춘천,춘천,남산면 강촌리 284,춘천 남산면 강촌리 284,37.8090831,127.6306726
1854,2021-12-24,2021-12-27,강원,영월,영월,영월읍 영흥리 산131-1,영월 영월읍 영흥리 산131-1,37.2014324,128.4550999
